ticket_id,order_id,seat_id,ga_section_id,face_value,status,cancelled_at,cancel_type
1393,569,3926,,72.6,ACTIVE,,
1394,570,3531,,110,ACTIVE,,
1395,570,3960,,72.6,ACTIVE,,
1396,570,3587,,110,ACTIVE,,
1397,571,4107,,46.2,ACTIVE,,
1398,571,3620,,110,ACTIVE,,
1399,572,3535,,110,ACTIVE,,
1400,572,3577,,110,ACTIVE,,
1401,572,3747,,110,ACTIVE,,
1402,572,3562,,110,ACTIVE,,
1403,573,3853,,72.6,ACTIVE,,
1404,574,3455,,110,ACTIVE,,
1405,574,3615,,110,ACTIVE,,
1406,574,3988,,72.6,ACTIVE,,
1407,575,3736,,110,ACTIVE,,
1408,575,3565,,110,ACTIVE,,
1409,576,3651,,110,ACTIVE,,
1410,576,3502,,110,ACTIVE,,
1411,576,3534,,110,ACTIVE,,
1412,577,3764,,110,ACTIVE,,
1413,578,3536,,110,ACTIVE,,
1414,578,3746,,110,ACTIVE,,
1415,578,4002,,46.2,ACTIVE,,
1416,578,4094,,46.2,ACTIVE,,
1417,579,3977,,72.6,ACTIVE,,
1418,579,3523,,110,ACTIVE,,
1419,579,3735,,110,ACTIVE,,
1420,579,4031,,46.2,ACTIVE,,
1421,580,3674,,110,ACTIVE,,
1422,580,3770,,72.6,ACTIVE,,
1423,580,4108,,46.2,ACTIVE,,
1424,581,3804,,72.6,ACTIVE,,
1425,581,3788,,72.6,ACTIVE,,
1426,581,3867,,72.6,ACTIVE,,
1427,581,3637,,110,ACTIVE,,
1428,582,3450,,110,ACTIVE,,
1429,582,3582,,110,ACTIVE,,
1430,582,3533,,110,ACTIVE,,
1431,583,3520,,110,ACTIVE,,
1432,583,3939,,72.6,ACTIVE,,
1433,583,3981,,72.6,ACTIVE,,
1434,584,3592,,110,ACTIVE,,
1435,584,3982,,72.6,ACTIVE,,
1436,585,3914,,72.6,ACTIVE,,
1437,585,3984,,72.6,ACTIVE,,
1438,585,4082,,46.2,ACTIVE,,
1439,585,3443,,110,ACTIVE,,
1440,586,3851,,72.6,ACTIVE,,
1441,586,3728,,110,ACTIVE,,
1442,586,3965,,72.6,ACTIVE,,
1443,586,3891,,72.6,ACTIVE,,
1444,587,4146,,46.2,ACTIVE,,
1445,587,3542,,110,ACTIVE,,
1446,587,3544,,110,ACTIVE,,
1447,588,3683,,110,ACTIVE,,
1448,588,4034,,46.2,ACTIVE,,
1449,589,4030,,46.2,ACTIVE,,
1450,589,3848,,72.6,ACTIVE,,
1451,589,3629,,110,ACTIVE,,
1452,590,3632,,110,ACTIVE,,
1453,590,4055,,46.2,ACTIVE,,
1454,590,3660,,110,ACTIVE,,
1455,590,3487,,110,ACTIVE,,
1456,591,4116,,46.2,ACTIVE,,
1457,592,3817,,72.6,ACTIVE,,
1458,593,3864,,72.6,ACTIVE,,
1459,594,,22,75,ACTIVE,,
1460,594,,22,75,ACTIVE,,
1461,594,,22,75,ACTIVE,,
1462,594,,22,75,ACTIVE,,
1463,595,,22,75,ACTIVE,,
1464,595,,22,75,ACTIVE,,
1465,595,,22,75,ACTIVE,,
1466,595,,22,75,ACTIVE,,
1467,596,,22,75,ACTIVE,,
1468,596,,22,75,ACTIVE,,
1469,596,,22,75,ACTIVE,,
1470,597,,22,75,ACTIVE,,
1471,598,7222,,49.5,ACTIVE,,
1472,599,,22,75,ACTIVE,,
1473,599,7276,,49.5,ACTIVE,,
1474,600,7215,,49.5,ACTIVE,,
1475,600,7221,,49.5,ACTIVE,,
1476,600,,22,75,ACTIVE,,
1477,600,,22,75,ACTIVE,,
1478,601,,22,75,ACTIVE,,
1479,602,,22,75,ACTIVE,,
1480,602,,22,75,ACTIVE,,
1481,603,,22,75,ACTIVE,,
1482,603,7227,,49.5,ACTIVE,,
1483,603,,22,75,ACTIVE,,
1484,603,7273,,49.5,ACTIVE,,
1485,604,7302,,49.5,ACTIVE,,
1486,604,,22,75,ACTIVE,,
1487,604,,22,75,ACTIVE,,
1488,605,7291,,49.5,ACTIVE,,
1489,605,,22,75,ACTIVE,,
1490,605,,22,75,ACTIVE,,
1491,605,,22,75,ACTIVE,,
1492,606,,22,75,ACTIVE,,
1493,606,,22,75,ACTIVE,,
1494,607,,22,75,ACTIVE,,
1495,607,,22,75,ACTIVE,,
1496,608,7280,,49.5,ACTIVE,,
1497,608,,22,75,ACTIVE,,
1498,609,,22,75,ACTIVE,,
1499,609,,22,75,ACTIVE,,
1500,609,,22,75,ACTIVE,,
1501,609,7270,,49.5,ACTIVE,,
1502,610,,22,75,ACTIVE,,
1503,611,,22,75,ACTIVE,,
1504,612,,22,75,ACTIVE,,
1505,613,7295,,49.5,ACTIVE,,
1506,613,,22,75,ACTIVE,,
1507,613,,22,75,ACTIVE,,
1508,613,7288,,49.5,ACTIVE,,
1509,614,,22,75,ACTIVE,,
1510,614,,22,75,ACTIVE,,
1511,614,,22,75,ACTIVE,,
1512,615,,22,75,ACTIVE,,
1513,616,,22,75,ACTIVE,,
1514,616,,22,75,ACTIVE,,
1515,617,,22,75,ACTIVE,,
1516,618,7226,,49.5,ACTIVE,,
1517,618,,22,75,ACTIVE,,
1518,619,,22,75,ACTIVE,,
1519,620,,22,75,ACTIVE,,
1520,620,,22,75,ACTIVE,,
1521,620,,22,75,ACTIVE,,
1522,621,,22,75,ACTIVE,,
1523,621,,22,75,ACTIVE,,
1524,621,,22,75,ACTIVE,,
1525,621,,22,75,ACTIVE,,
1526,622,,22,75,ACTIVE,,
1527,622,7229,,49.5,ACTIVE,,
1528,622,,22,75,ACTIVE,,
1529,623,,22,75,ACTIVE,,
1530,623,,22,75,ACTIVE,,
1531,624,,22,75,ACTIVE,,
1532,624,7252,,49.5,ACTIVE,,
1533,624,7285,,49.5,ACTIVE,,
1534,624,,22,75,ACTIVE,,
1535,625,,27,63.0,ACTIVE,,
1536,626,,27,63.0,ACTIVE,,
1537,626,,27,63.0,ACTIVE,,
1538,626,7525,,150,ACTIVE,,
1539,626,7523,,150,ACTIVE,,
1540,627,8001,,99.0,ACTIVE,,
1541,627,8214,,99.0,ACTIVE,,
1542,628,8196,,99.0,ACTIVE,,
1543,628,8084,,99.0,ACTIVE,,
1544,628,7849,,150,ACTIVE,,
1545,629,8019,,99.0,ACTIVE,,
1546,629,7907,,150,ACTIVE,,
1547,630,8448,,99.0,ACTIVE,,
1548,630,8207,,99.0,ACTIVE,,
1549,630,8187,,99.0,ACTIVE,,
1550,630,,27,63.0,ACTIVE,,
1551,631,8037,,99.0,ACTIVE,,
1552,631,7467,,150,ACTIVE,,
1553,631,7733,,150,ACTIVE,,
1554,631,8452,,99.0,ACTIVE,,
1555,632,8393,,99.0,ACTIVE,,
1556,632,8328,,99.0,ACTIVE,,
1557,633,,27,63.0,ACTIVE,,
1558,633,,27,63.0,ACTIVE,,
1559,633,7742,,150,ACTIVE,,
1560,634,7793,,150,ACTIVE,,
1561,634,,27,63.0,ACTIVE,,
1562,635,7670,,150,ACTIVE,,
1563,636,,27,63.0,ACTIVE,,
1564,636,7618,,150,ACTIVE,,
1565,637,7376,,150,ACTIVE,,
1566,637,8378,,99.0,ACTIVE,,
1567,637,,27,63.0,ACTIVE,,
1568,637,8154,,99.0,ACTIVE,,
1569,638,,27,63.0,ACTIVE,,
1570,638,8382,,99.0,ACTIVE,,
1571,639,7905,,150,ACTIVE,,
1572,639,7701,,150,ACTIVE,,
1573,639,,27,63.0,ACTIVE,,
1574,640,7436,,150,ACTIVE,,
1575,641,,27,63.0,ACTIVE,,
1576,642,8225,,99.0,ACTIVE,,
1577,642,,27,63.0,ACTIVE,,
1578,642,,27,63.0,ACTIVE,,
1579,643,7949,,99.0,ACTIVE,,
1580,643,8334,,99.0,ACTIVE,,
1581,643,7545,,150,ACTIVE,,
1582,644,,27,63.0,ACTIVE,,
1583,644,,27,63.0,ACTIVE,,
1584,644,7423,,150,ACTIVE,,
1585,645,7387,,150,ACTIVE,,
1586,645,7661,,150,ACTIVE,,
1587,646,,27,63.0,ACTIVE,,
1588,646,7602,,150,ACTIVE,,
1589,646,8125,,99.0,ACTIVE,,
1590,646,7850,,150,ACTIVE,,
1591,647,7874,,150,ACTIVE,,
1592,647,7887,,150,ACTIVE,,
1593,647,,27,63.0,ACTIVE,,
1594,647,8455,,99.0,ACTIVE,,
1595,648,8062,,99.0,ACTIVE,,
1596,648,,27,63.0,ACTIVE,,
1597,649,8335,,99.0,ACTIVE,,
1598,650,7676,,150,ACTIVE,,
1599,650,8401,,99.0,ACTIVE,,
1600,650,,27,63.0,ACTIVE,,
1601,651,8288,,99.0,ACTIVE,,
1602,652,7993,,99.0,ACTIVE,,
1603,652,,27,63.0,ACTIVE,,
1604,652,7911,,150,ACTIVE,,
1605,653,,27,63.0,ACTIVE,,
1606,654,8105,,99.0,ACTIVE,,
1607,654,8266,,99.0,ACTIVE,,
1608,655,,27,63.0,ACTIVE,,
1609,655,8480,,99.0,ACTIVE,,
1610,656,,27,63.0,ACTIVE,,
1611,657,,27,63.0,ACTIVE,,
1612,657,,27,63.0,ACTIVE,,
1613,657,7875,,150,ACTIVE,,
1614,657,8264,,99.0,ACTIVE,,
1615,658,7350,,150,ACTIVE,,
1616,658,7373,,150,ACTIVE,,
1617,658,8091,,99.0,ACTIVE,,
1618,658,8291,,99.0,ACTIVE,,
1619,659,8312,,99.0,ACTIVE,,
1620,659,7506,,150,ACTIVE,,
1621,659,8092,,99.0,ACTIVE,,
1622,659,8030,,99.0,ACTIVE,,
1623,660,7430,,150,ACTIVE,,
1624,660,,27,63.0,ACTIVE,,
1625,660,8432,,99.0,ACTIVE,,
1626,661,7934,,99.0,ACTIVE,,
1627,661,8237,,99.0,ACTIVE,,
1628,661,,27,63.0,ACTIVE,,
1629,662,7723,,150,ACTIVE,,
1630,663,7914,,99.0,ACTIVE,,
1631,663,7452,,150,ACTIVE,,
1632,663,7526,,150,ACTIVE,,
1633,663,7744,,150,ACTIVE,,
1634,664,,27,63.0,ACTIVE,,
1635,665,,27,63.0,ACTIVE,,
1636,665,7606,,150,ACTIVE,,
1637,666,7900,,150,ACTIVE,,
1638,666,,27,63.0,ACTIVE,,
1639,667,7478,,150,ACTIVE,,
1640,667,8198,,99.0,ACTIVE,,
1641,668,,27,63.0,ACTIVE,,
1642,668,7615,,150,ACTIVE,,
1643,669,7958,,99.0,ACTIVE,,
1644,670,,27,63.0,ACTIVE,,
1645,670,8071,,99.0,ACTIVE,,
1646,671,8409,,99.0,ACTIVE,,
1647,671,7757,,150,ACTIVE,,
1648,671,,27,63.0,ACTIVE,,
1649,671,8370,,99.0,ACTIVE,,
1650,672,7751,,150,ACTIVE,,
1651,673,7884,,150,ACTIVE,,
1652,673,7413,,150,ACTIVE,,
1653,673,7869,,150,ACTIVE,,
1654,673,7577,,150,ACTIVE,,
1655,674,8169,,99.0,ACTIVE,,
1656,675,,27,63.0,ACTIVE,,
1657,675,7798,,150,ACTIVE,,
1658,675,8162,,99.0,ACTIVE,,
1659,675,7827,,150,ACTIVE,,
1660,676,7642,,150,ACTIVE,,
1661,676,,27,63.0,ACTIVE,,
1662,676,,27,63.0,ACTIVE,,
1663,677,8331,,99.0,ACTIVE,,
1664,677,,27,63.0,ACTIVE,,
1665,677,7826,,150,ACTIVE,,
1666,677,7879,,150,ACTIVE,,
1667,678,7961,,99.0,ACTIVE,,
1668,679,,27,63.0,ACTIVE,,
1669,680,,27,63.0,ACTIVE,,
1670,680,8251,,99.0,ACTIVE,,
1671,681,7524,,150,ACTIVE,,
1672,681,,27,63.0,ACTIVE,,
1673,682,7936,,99.0,ACTIVE,,
1674,682,8060,,99.0,ACTIVE,,
1675,682,7677,,150,ACTIVE,,
1676,683,,27,63.0,ACTIVE,,
1677,683,7404,,150,ACTIVE,,
1678,684,8300,,99.0,ACTIVE,,
1679,684,,27,63.0,ACTIVE,,
1680,684,7815,,150,ACTIVE,,
1681,685,,27,63.0,ACTIVE,,
1682,685,8485,,99.0,ACTIVE,,
1683,685,7643,,150,ACTIVE,,
1684,686,7897,,150,ACTIVE,,
1685,687,,27,63.0,ACTIVE,,
1686,687,7548,,150,ACTIVE,,
1687,687,,27,63.0,ACTIVE,,
1688,687,,27,63.0,ACTIVE,,
1689,688,7977,,99.0,ACTIVE,,
1690,688,8311,,99.0,ACTIVE,,
1691,688,7599,,150,ACTIVE,,
1692,689,8114,,99.0,ACTIVE,,
1693,689,7528,,150,ACTIVE,,
1694,689,8241,,99.0,ACTIVE,,
1695,689,,27,63.0,ACTIVE,,
1696,690,7489,,150,ACTIVE,,
1697,690,8443,,99.0,ACTIVE,,
1698,691,,27,63.0,ACTIVE,,
1699,691,,27,63.0,ACTIVE,,
1700,691,,27,63.0,ACTIVE,,
1701,692,7654,,150,ACTIVE,,
1702,692,,27,63.0,ACTIVE,,
1703,692,7503,,150,ACTIVE,,
1704,693,7983,,99.0,ACTIVE,,
1705,694,,27,63.0,ACTIVE,,
1706,694,8095,,99.0,ACTIVE,,
1707,695,7972,,99.0,ACTIVE,,
1708,695,,27,63.0,ACTIVE,,
1709,695,7633,,150,ACTIVE,,
1710,695,7608,,150,ACTIVE,,
1711,696,7536,,150,ACTIVE,,
1712,696,8174,,99.0,ACTIVE,,
1713,697,,27,63.0,ACTIVE,,
1714,697,8333,,99.0,ACTIVE,,
1715,698,7328,,150,ACTIVE,,
1716,698,,27,63.0,ACTIVE,,
1717,699,7555,,150,ACTIVE,,
1718,700,8155,,99.0,ACTIVE,,
1719,700,,27,63.0,ACTIVE,,
1720,701,8329,,99.0,ACTIVE,,
1721,701,,27,63.0,ACTIVE,,
1722,701,7603,,150,ACTIVE,,
1723,701,7549,,150,ACTIVE,,
1724,702,7511,,150,ACTIVE,,
1725,702,7544,,150,ACTIVE,,
1726,702,8287,,99.0,ACTIVE,,
1727,702,,27,63.0,ACTIVE,,
1728,703,7591,,150,ACTIVE,,
1729,704,,27,63.0,ACTIVE,,
1730,704,7680,,150,ACTIVE,,
1731,704,7999,,99.0,ACTIVE,,
1732,704,8433,,99.0,ACTIVE,,
1733,705,8011,,99.0,ACTIVE,,
1734,706,8184,,99.0,ACTIVE,,
1735,706,8387,,99.0,ACTIVE,,
1736,706,8429,,99.0,ACTIVE,,
1737,707,8456,,99.0,ACTIVE,,
1738,707,,27,63.0,ACTIVE,,
1739,708,7512,,150,ACTIVE,,
1740,708,8224,,99.0,ACTIVE,,
1741,708,8470,,99.0,ACTIVE,,
1742,709,7712,,150,ACTIVE,,
1743,709,8284,,99.0,ACTIVE,,
1744,710,,27,63.0,ACTIVE,,
1745,711,,27,63.0,ACTIVE,,
1746,711,8436,,99.0,ACTIVE,,
1747,711,8240,,99.0,ACTIVE,,
1748,712,,27,63.0,ACTIVE,,
1749,712,8427,,99.0,ACTIVE,,
1750,712,8226,,99.0,ACTIVE,,
1751,712,8203,,99.0,ACTIVE,,
1752,713,,27,63.0,ACTIVE,,
1753,713,7538,,150,ACTIVE,,
1754,713,7943,,99.0,ACTIVE,,
1755,713,,27,63.0,ACTIVE,,
1756,714,7843,,150,ACTIVE,,
1757,714,7483,,150,ACTIVE,,
1758,714,,27,63.0,ACTIVE,,
1759,714,8297,,99.0,ACTIVE,,
1760,715,8441,,99.0,ACTIVE,,
1761,715,8322,,99.0,ACTIVE,,
1762,716,7800,,150,ACTIVE,,
1763,716,8354,,99.0,ACTIVE,,
1764,716,,27,63.0,ACTIVE,,
1765,716,7371,,150,ACTIVE,,
1766,717,8314,,99.0,ACTIVE,,
1767,717,8228,,99.0,ACTIVE,,
1768,717,,27,63.0,ACTIVE,,
1769,718,7946,,99.0,ACTIVE,,
1770,718,7663,,150,ACTIVE,,
1771,719,8364,,99.0,ACTIVE,,
1772,720,7540,,150,ACTIVE,,
1773,720,7667,,150,ACTIVE,,
1774,720,,27,63.0,ACTIVE,,
1775,720,7475,,150,ACTIVE,,
1776,721,,27,63.0,ACTIVE,,
1777,721,7578,,150,ACTIVE,,
1778,722,7375,,150,ACTIVE,,
1779,723,8141,,99.0,ACTIVE,,
1780,723,,27,63.0,ACTIVE,,
1781,723,,27,63.0,ACTIVE,,
1782,723,,27,63.0,ACTIVE,,
1783,724,,27,63.0,ACTIVE,,
1784,724,7925,,99.0,ACTIVE,,
1785,725,4873,,200,ACTIVE,,
1786,725,4881,,200,ACTIVE,,
1787,725,4877,,200,ACTIVE,,
1788,725,4875,,200,ACTIVE,,
1789,726,4865,,200,ACTIVE,,
1790,726,4867,,200,ACTIVE,,
1791,726,4869,,200,ACTIVE,,
1792,726,4883,,200,ACTIVE,,
1793,727,4871,,200,ACTIVE,,
1794,727,4879,,200,ACTIVE,,
1795,728,3437,,110,ACTIVE,,
1796,729,3436,,110,ACTIVE,,
1797,730,3433,,110,ACTIVE,,
1798,730,3434,,110,ACTIVE,,
1799,731,3438,,110,ACTIVE,,
1800,731,3435,,110,ACTIVE,,
1801,732,4866,,180,CANCELLED,2026-07-27 12:00:00,CUSTOMER
1802,732,4867,,180,ACTIVE,,
1803,733,1,,200,ACTIVE,,
1804,734,3433,,90,ACTIVE,,
1805,734,3434,,90,ACTIVE,,
1806,735,4870,,200,ACTIVE,,
1807,735,4871,,200,ACTIVE,,
1808,736,1173,,175,ACTIVE,,
1809,737,7319,,150,ACTIVE,,
1810,737,7320,,150,ACTIVE,,
1811,738,4865,,150,ACTIVE,,
1812,739,6040,,200,ACTIVE,,
1813,740,6041,,180,CANCELLED,2026-07-31 12:00:00,CUSTOMER
1814,740,6042,,180,ACTIVE,,
1815,741,7317,,150,ACTIVE,,
1816,742,1174,,175,ACTIVE,,
1817,742,1175,,175,ACTIVE,,
1818,743,4872,,200,ACTIVE,,
1819,743,4873,,200,ACTIVE,,
1820,744,4874,,200,ACTIVE,,
1821,744,4875,,200,ACTIVE,,
1822,745,7318,,150,ACTIVE,,
1823,746,1173,,150,ACTIVE,,
1824,746,1174,,150,ACTIVE,,
1825,747,6037,,150,ACTIVE,,
1826,748,4,,54.6,ACTIVE,,
1827,748,5,,54.6,ACTIVE,,
1828,749,7321,,150,ACTIVE,,
1829,749,7322,,150,ACTIVE,,
1830,750,4866,,150,ACTIVE,,
1831,751,1,,180,ACTIVE,,
1832,751,2,,180,ACTIVE,,
1833,752,7318,,180,ACTIVE,,
1834,752,7319,,180,ACTIVE,,
1835,753,6038,,150,ACTIVE,,
1836,753,6039,,150,ACTIVE,,
1837,753,6040,,150,ACTIVE,,
1838,753,6041,,150,ACTIVE,,
1839,754,6,,54.6,ACTIVE,,
1840,754,7,,54.6,ACTIVE,,
1841,754,8,,54.6,ACTIVE,,
1842,754,9,,54.6,ACTIVE,,
1843,755,3436,,90,ACTIVE,,
1844,755,3437,,90,ACTIVE,,
1845,756,4876,,200,ACTIVE,,
1846,756,4877,,200,ACTIVE,,
1847,756,4878,,200,ACTIVE,,
1848,757,7319,,150,ACTIVE,,
1849,757,7320,,150,ACTIVE,,
1850,757,7321,,150,ACTIVE,,
1851,758,4149,,90,ACTIVE,,
1852,758,4150,,90,ACTIVE,,
1853,758,4151,,90,ACTIVE,,
1854,758,4152,,90,ACTIVE,,
1855,759,3438,,110,ACTIVE,,
1856,759,3439,,110,ACTIVE,,
1857,759,3440,,110,ACTIVE,,
1858,759,3441,,110,ACTIVE,,
